date,nikkei_close,sq_up_pressure,sq_down_risk,up_down_gap,p_up,signal,days_to_sq,days_after_sq,sector_abs_share,zscore_window,basis_included
2024-10-08,38937.5390625,0.0810891684492824,0.0646727945591121,0.0164163738901702,0.4942223763501931,NEUTRAL,483,,0.4150803535703598,252,False
2024-10-09,39277.9609375,0.6239029481160201,-0.0814567574684384,0.7053597055844585,0.6302441586749817,UP_BIAS,482,,0.5638684566211047,252,False
2024-10-10,39380.890625,0.2778207282786997,0.0299322780779392,0.2478884502007605,0.5415766829616732,NEUTRAL,481,,0.376522013444571,252,False
2024-10-11,39605.80078125,0.83176622937242,0.3246368895671825,0.5071293398052374,0.6096847600850532,UP_BIAS,480,,0.1089519929236881,252,False
2024-10-15,39910.55078125,0.6185649693751439,0.1559276138222034,0.4626373555529405,0.5925283294118624,UP_WATCH,478,,0.5291669187488657,252,False
2024-10-16,39180.30078125,0.2546865086393585,0.0440956425737354,0.210590866065623,0.5344009054101286,NEUTRAL,477,,0.853012045835232,252,False
2024-10-17,38911.19140625,0.069548127974243,0.2716406385968445,-0.2020925106226015,0.4582349177805642,NEUTRAL,476,,0.5413020630365727,252,False
2024-10-18,38981.75,0.2289039190303857,0.3149240665923427,-0.0860201475619569,0.4849714501712815,NEUTRAL,475,,0.6209957784951577,252,False
2024-10-21,38954.6015625,-0.1938566631283822,0.1864210576067441,-0.3802777207351263,0.4167931547401344,NEUTRAL,474,,0.6005197864522654,252,False
2024-10-22,38411.9609375,-0.1081477646923105,0.77211040254278,-0.8802581672350904,0.344388645782086,DOWN_BIAS,473,,0.2810685033125554,252,False
2024-10-23,38104.859375,-0.0992105779944214,0.5833508266483618,-0.6825614046427833,0.3743717566863689,DOWN_BIAS,472,,0.4278487706001586,252,False
2024-10-24,38143.2890625,-0.3746166387958021,-0.0105393451892742,-0.3640772936065278,0.410578702797143,NEUTRAL,471,,0.4433093498837444,252,False
2024-10-25,37913.921875,-0.0597779312923819,0.7070417541589725,-0.7668196854513545,0.3634576004268859,DOWN_BIAS,470,,0.4260771117728796,252,False
2024-10-28,38605.53125,-0.317079873687316,-0.0194003526920806,-0.2976795209952353,0.4238697220577626,NEUTRAL,469,,0.5590562636586798,252,False
2024-10-29,38903.6796875,-0.4114219201496922,-0.6724559886400472,0.261034068490355,0.5093458514768654,NEUTRAL,468,,0.6167969633369256,252,False
2024-10-30,39277.390625,0.2280255159876328,-0.5957184653938478,0.8237439813814806,0.6297253375754466,UP_BIAS,467,,0.7831861510379359,252,False
2024-10-31,39081.25,0.4917528436598342,-0.0275188560096673,0.5192716996695016,0.5952898200304493,UP_WATCH,466,,0.4680062070725724,252,False
2024-11-01,38053.671875,0.0124248783291562,-0.0249412733822327,0.037366151711389,0.4941935046150134,NEUTRAL,465,,0.5803221310044873,252,False
2024-11-05,38474.8984375,0.2115584074866414,0.3609740287932557,-0.1494156213066142,0.4738218410472472,NEUTRAL,463,,0.4453223393319098,252,False
2024-11-06,39480.671875,-0.0654198655584958,-0.4735192468195677,0.4080993812610719,0.5503736792058934,UP_WATCH,462,,0.5143252155228416,252,False
2024-11-07,39381.41015625,-0.3158004435066175,-0.0209223762242981,-0.2948780672823193,0.424376972877373,NEUTRAL,461,,0.3592840582445015,252,False
2024-11-08,39500.37109375,-0.2039722747663477,-0.1297042722222763,-0.0742680025440714,0.465288761034874,NEUTRAL,460,,0.2755587730345767,252,False
2024-11-11,39533.3203125,0.3626332957449454,-0.1833081463282869,0.5459414420732325,0.5932431100835843,UP_WATCH,459,,0.3162880861901987,252,False
2024-11-12,39376.08984375,-0.1218227556951983,-0.3468043095469206,0.2249815538517223,0.5179606336371497,NEUTRAL,458,,0.6217499755414923,252,False
2024-11-13,38721.66015625,-0.4893316895162051,0.1124607494333523,-0.6017924389495575,0.3684129266606854,DOWN_BIAS,457,,0.3918468975325171,252,False
2024-11-14,38535.69921875,-0.0985110572669141,0.3910400848000183,-0.4895511420669325,0.4042204174498099,DOWN_WATCH,456,,0.6458828590187689,252,False
2024-11-15,38642.91015625,-0.1396156312574691,0.1436552768536879,-0.283270908111157,0.4348600322757598,NEUTRAL,455,,0.5748442733707182,252,False
2024-11-18,38220.8515625,-0.1845454627247743,0.4212362101905289,-0.6057816729153033,0.382094592784864,DOWN_BIAS,454,,0.2641357554661155,252,False
2024-11-19,38414.4296875,-0.6868264136910515,-0.4040961637354671,-0.2827302499555843,0.4082655993604295,NEUTRAL,453,,0.4835632253752203,252,False
2024-11-20,38352.33984375,-0.5646086152462664,-0.6119611471056702,0.0473525318594038,0.467012343306682,NEUTRAL,452,,0.5531856043447425,252,False
2024-11-21,38026.171875,0.0852805397857508,0.3387652768810398,-0.2534847370952889,0.4507331347973201,NEUTRAL,451,,0.1559239587996695,252,False
2024-11-22,38283.8515625,-0.1424850921297125,0.1727358865509507,-0.3152209786806632,0.4296227086884272,NEUTRAL,450,,0.3176856242640272,252,False
2024-11-25,38780.140625,0.2748588275410347,-0.0294511234722745,0.3043099510133093,0.5505203233140012,NEUTRAL,449,,0.2612889533435675,252,False
2024-11-26,38442.0,0.2805288271920081,0.1612200035249009,0.1193088236671071,0.5209019366000458,NEUTRAL,448,,0.5846383062144678,252,False
2024-11-27,38134.96875,-0.1145668458429048,-0.2758456859946566,0.1612788401517517,0.5079787918772529,NEUTRAL,447,,0.5233768576606217,252,False
2024-11-28,38349.05859375,0.1112566257445129,-0.328232187328157,0.43948881307267,0.5641246804672562,UP_WATCH,446,,0.8468137011825582,252,False
2024-11-29,38208.03125,0.2205898838536546,0.1345271987696674,0.0860626850839872,0.5125120678207673,NEUTRAL,445,,0.8145799660159974,252,False
2024-12-02,38513.01953125,-0.384250264066829,-0.1604520384347047,-0.2237982256321243,0.4323378974061317,NEUTRAL,444,,0.4153763127465466,252,False
2024-12-03,39248.859375,0.1934113779495683,-0.1810273709234269,0.3744387488729953,0.5577578839110506,NEUTRAL,443,,0.5510371330654095,252,False
2024-12-04,39276.390625,0.6851000866090067,0.2190397144683746,0.466060372140632,0.596272891743307,UP_WATCH,442,,0.2043397174123974,252,False
2024-12-05,39395.6015625,0.1744311300143441,-0.4448653994793665,0.6192965294937107,0.5956636232990451,UP_WATCH,441,,0.4812803634623483,252,False
2024-12-06,39091.171875,0.2608373205935745,-0.1097760058180011,0.3706133264115756,0.5604691089825538,NEUTRAL,440,,0.7128679086633172,252,False
2024-12-09,39160.5,0.3192020268223225,-0.0932957513041151,0.4124977781264376,0.5700276492689221,UP_WATCH,439,,0.4086307512268918,252,False
2024-12-10,39367.578125,0.0355229933411773,-0.0570262671022694,0.0925492604434468,0.5043152973395759,NEUTRAL,438,,0.7519666147931912,252,False
2024-12-11,39372.23046875,-0.0406445285606149,0.1224135090108954,-0.1630580375715103,0.4590626859621742,NEUTRAL,437,,0.6815779908313477,252,False
2024-12-12,39849.140625,-0.2028675888281501,-0.264483822833975,0.0616162340058248,0.4873719446366045,NEUTRAL,436,,0.4579002498797084,252,False
2024-12-13,39470.44140625,0.2598452421394641,0.3580443267546708,-0.0981990846152067,0.4845398406633598,NEUTRAL,435,,0.3959605910048048,252,False
2024-12-16,39457.48828125,0.0912506733375523,0.1743790773394368,-0.0831284040018844,0.4785673096081798,NEUTRAL,434,,0.4275621521513042,252,False
2024-12-17,39364.6796875,-0.012787267274176,0.2374851650866019,-0.250272432360778,0.4463981363532259,NEUTRAL,433,,0.4708347680653253,252,False
2024-12-18,39081.7109375,-0.1454212167151332,-0.0005107214772969,-0.1449104952378363,0.4567890455742011,NEUTRAL,432,,0.4097959701782077,252,False
2024-12-19,38813.578125,-0.6026381615905043,-0.2125462146199482,-0.390091946970556,0.3955390866201687,DOWN_BIAS,431,,0.5589883189049427,252,False
2024-12-20,38701.8984375,-0.1447015835957839,0.1911165350211091,-0.3358181186168931,0.4262367054656364,NEUTRAL,430,,0.7260230915910566,252,False
2024-12-23,39161.33984375,-0.4505429680595374,-0.5221458932893654,0.071602925229828,0.4766253776600709,NEUTRAL,429,,0.5466738660907127,252,False
2024-12-24,39036.8515625,-0.5868372999602511,-0.5449498431969773,-0.0418874567632738,0.4515043585967074,NEUTRAL,428,,0.3018671764251471,252,False
2024-12-25,39130.4296875,-0.6921679918222147,-0.8320838689056078,0.1399158770833931,0.4756472147142255,NEUTRAL,427,,0.3225473048179361,252,False
2024-12-26,39568.05859375,-0.512301113382673,-0.9413953725865448,0.4290942592038719,0.5315707050436315,UP_WATCH,426,,0.3628917644093974,252,False
2024-12-27,40281.16015625,0.29488947646466,-0.5475506774833216,0.8424401539479817,0.6356571429672245,UP_BIAS,425,,0.353483845854418,252,False
2024-12-30,39894.5390625,0.3235930846537786,0.1557558518316605,0.1678372328221181,0.5309137233652496,NEUTRAL,424,,0.386069997546815,252,False
2025-01-06,39307.05078125,-0.2195686960470655,-0.2643061573943931,0.0447374613473276,0.4837970780148951,NEUTRAL,419,,0.1376077211480602,252,False
2025-01-07,40083.30078125,0.4771778412601406,-0.1062552231074742,0.5834330643676149,0.6045994952228775,UP_BIAS,418,,0.7865946001596814,252,False
2025-01-08,39981.05859375,0.4694275963828619,-0.1612805698826996,0.6307081662655615,0.6115532238311019,UP_BIAS,417,,0.7379640121558473,252,False
2025-01-09,39605.08984375,0.1494331660207747,0.0973645153023929,0.0520686507183817,0.503432760106447,NEUTRAL,416,,0.5302435788584657,252,False
2025-01-10,39190.3984375,0.0954863618901943,0.2369098821549647,-0.1414235202647704,0.4693315435649325,NEUTRAL,415,,0.1601246600832531,252,False
2025-01-14,38474.30078125,-0.2295293404729537,0.3189583737162819,-0.5484877141892357,0.3887848587337724,DOWN_BIAS,413,,0.6804611959779288,252,False
2025-01-15,38444.578125,-0.6570612461327712,0.5591246294441405,-1.2161858755769115,0.274495368403157,DOWN_BIAS,412,,0.4740917728451415,252,False
2025-01-16,38572.6015625,-0.7137232465290332,0.5305698437333286,-1.244293090262362,0.2686396980763896,DOWN_BIAS,411,,0.692226923835756,252,False
2025-01-17,38451.4609375,-0.6899315523473509,0.4871634138833835,-1.1770949662307344,0.2782622084075773,DOWN_BIAS,410,,0.2729454364017864,252,False
2025-01-20,38902.5,-0.4546703346140336,-0.0169612321946955,-0.4377091024193381,0.3952145503688715,DOWN_BIAS,409,,0.3077388861789985,252,False
2025-01-21,39027.98046875,0.4299795330225796,0.0408498436753628,0.3891296893472167,0.5717342091761178,NEUTRAL,408,,0.6962690453494877,252,False
2025-01-22,39646.25,0.5915278581354173,-0.4396218565059828,1.0311497146414002,0.6766793312644787,UP_BIAS,407,,0.8335984787880325,252,False
2025-01-23,39958.87109375,0.5510181403907031,-0.3785065021786539,0.929524642569357,0.6602468926241012,UP_BIAS,406,,0.5192768411712512,252,False
2025-01-24,39931.98046875,0.5603082282365203,-0.1496088510565462,0.7099170792930665,0.6279676284231642,UP_BIAS,405,,0.8372006104587785,252,False
2025-01-27,39565.80078125,-0.120996050517569,-0.5144605110307888,0.3934644605132197,0.5452639104799033,NEUTRAL,404,,0.692344078324192,252,False
2025-01-28,39016.87109375,-0.3205151370528518,0.0541158268292258,-0.3746309638820777,0.4115374766140744,NEUTRAL,403,,0.7569724433338607,252,False
2025-01-29,39414.78125,-0.3258435438905133,0.3324587558495369,-0.6583022997400503,0.3674748263172029,DOWN_BIAS,402,,0.3956655816344012,252,False
2025-01-30,39513.96875,-0.2367924350805728,0.3590111161113825,-0.5958035511919553,0.381159228229447,DOWN_BIAS,401,,0.5035005324457031,252,False
2025-01-31,39572.48828125,-0.2479107018973975,0.0252063729882738,-0.2731170748856713,0.4311628718954368,NEUTRAL,400,,0.6269437816727994,252,False
2025-02-03,38520.08984375,-0.1766850247350991,0.5088112244095928,-0.685496249144692,0.3703047709922072,DOWN_BIAS,399,,0.3368007889469869,252,False
2025-02-04,38798.37109375,-0.1278151145375982,0.043685037517665,-0.1715001520552633,0.453376311096246,NEUTRAL,398,,0.4035666059416267,252,False
2025-02-05,38831.48046875,-0.6675028620623938,-0.3734816673575089,-0.2940211947048849,0.4074265045059131,NEUTRAL,397,,0.5036016686316174,252,False
2025-02-06,39066.53125,-0.1673912979225896,0.1767069155529804,-0.34409821347557,0.423812473082606,NEUTRAL,396,,0.3676885183600974,252,False
2025-02-07,38787.01953125,-0.2728832302735072,0.2757437958263867,-0.5486270260998939,0.386704933241253,DOWN_BIAS,395,,0.6575640360620384,252,False
2025-02-10,38801.171875,-0.2406821041186802,-0.3465468581887913,0.105864754070111,0.4926694426284541,NEUTRAL,394,,0.2690199575659194,252,False
2025-02-12,38963.69921875,0.2540879530292236,0.2305952661441279,0.0234926868850957,0.5040218725260782,NEUTRAL,392,,0.4178107594759576,252,False
2025-02-13,39461.46875,0.1385422917252909,-0.3446921599882834,0.4832344517135744,0.57243940156106,UP_WATCH,391,,0.2298612174445635,252,False
2025-02-14,39149.4296875,-0.0718586259142178,-0.0601785366346205,-0.0116800892795972,0.4820168144491734,NEUTRAL,390,,0.3414939400489505,252,False
2025-02-17,39174.25,-0.0126740112073541,-0.2689577078067162,0.256283696599362,0.5284815344787531,NEUTRAL,389,,0.6911190678487058,252,False
2025-02-18,39270.3984375,0.1558284892103608,-0.0588276052464906,0.2146560944568514,0.5301364665402849,NEUTRAL,388,,0.4283121959460033,252,False
2025-02-19,39164.609375,0.114354726587647,0.1111265927663368,0.0032281338213101,0.4937426347790523,NEUTRAL,387,,0.327223635912348,252,False
2025-02-20,38678.0390625,-0.160816980264477,0.4295707969904617,-0.5903877772549387,0.3855834560080584,DOWN_BIAS,386,,0.4866347503059198,252,False
2025-02-21,38776.94140625,-0.1068979126195889,0.3090698157398353,-0.4159677283594242,0.4153823540009276,DOWN_WATCH,385,,0.3732364971712866,252,False
2025-02-25,38237.7890625,-0.6552951839215373,0.4730066320537182,-1.1283018159752554,0.2860890278423085,DOWN_BIAS,383,,0.5483444567603506,252,False
2025-02-26,38142.37109375,-0.6036442816886899,0.6447283327184825,-1.2483726144071725,0.2724612112215721,DOWN_BIAS,382,,0.6151263742798345,252,False
2025-02-27,38256.171875,-0.9533221714797449,-0.0233397325183064,-0.9299824389614384,0.3004506096853852,DOWN_BIAS,381,,0.7019285298628999,252,False
2025-02-28,37155.5,-0.815896969322606,0.6646881566130712,-1.4805851259356773,0.2358515083983701,DOWN_BIAS,380,,0.6838823864207315,252,False
2025-03-03,37785.46875,-0.7571933563566001,0.1642578481662132,-0.9214512045228134,0.3099438210921071,DOWN_BIAS,379,,0.2122185559593781,252,False
2025-03-04,37331.1796875,-0.3366761575599062,0.3424855547173664,-0.6791617122772727,0.363827396834171,DOWN_BIAS,378,,0.5171463284984413,252,False
2025-03-05,37418.23828125,-0.221603007982024,0.3338988706440587,-0.5555018786260828,0.3880783919165226,DOWN_BIAS,377,,0.5684971624584454,252,False
2025-03-06,37704.9296875,-0.38879726788658,0.0598446852064867,-0.4486419530930667,0.3966659044415516,DOWN_BIAS,376,,0.383845688724273,252,False
2025-03-07,36887.171875,-0.186632989412247,0.0553935425154932,-0.2420265319277402,0.4391422677808551,NEUTRAL,375,,0.2809922818494999,252,False
2025-03-10,37028.26953125,-0.1550609646815131,0.4272046811341541,-0.5822656458156673,0.3871080358552783,DOWN_BIAS,374,,0.6565946111155271,252,False
2025-03-11,36793.109375,-0.4913448716472915,-0.3585948295146728,-0.1327500421326187,0.4416282481854385,NEUTRAL,373,,0.3399273540115219,252,False
2025-03-12,36819.08984375,-0.4611187389681281,-0.1541043780101157,-0.3070143609580124,0.4153764101535597,NEUTRAL,372,,0.8298752086083643,252,False
2025-03-13,36790.03125,-0.1185630712060046,0.239654649794144,-0.3582177210001487,0.423956058004982,NEUTRAL,371,,0.688240795953344,252,False
2025-03-14,37053.1015625,0.0656816965649124,-0.3036831795623873,0.3693648761272997,0.5506317403212243,NEUTRAL,370,,0.8056567943117293,252,False
2025-03-17,37396.51953125,0.0112850379993952,-0.2209393159162919,0.2322243539156872,0.5257778338703979,NEUTRAL,369,,0.5443838374293505,252,False
2025-03-18,37845.421875,0.1037260835554076,-0.3717218992468613,0.4754479828022689,0.5694938576321864,UP_WATCH,368,,0.4213887593768229,252,False
2025-03-19,37751.87890625,-0.0053947208504316,-0.2923143962067325,0.2869196753563009,0.5338030695180451,NEUTRAL,367,,0.6752804271759192,252,False
2025-03-21,37677.05859375,-0.212307014358134,-0.3530872597708914,0.1407802454127573,0.4997614391797687,NEUTRAL,365,,0.4666068559744623,252,False
2025-03-24,37608.48828125,-0.3580227397134318,-0.2530917600317498,-0.1049309796816819,0.4526895342693862,NEUTRAL,364,,0.6025421334682347,252,False
2025-03-25,37780.5390625,-0.0605831341682017,-0.0239770619587818,-0.0366060722094198,0.4785355566874826,NEUTRAL,363,,0.6152223878044635,252,False
2025-03-26,38027.2890625,0.0078616878102697,0.0568132392680856,-0.0489515514578159,0.4799492157891169,NEUTRAL,362,,0.4278398958304114,252,False
2025-03-27,37799.96875,-0.0904183790463071,-0.1594454146854852,0.069027035639178,0.4941962350164032,NEUTRAL,361,,0.7196410388330056,252,False
2025-03-28,37120.328125,-0.1206661221834172,0.1756493437821186,-0.2963154659655359,0.4337080177612493,NEUTRAL,360,,0.4743074002329875,252,False
2025-03-31,35617.55859375,-0.5316205868434201,0.617867519927279,-1.149488106770699,0.2883335450889527,DOWN_BIAS,359,,0.5015241926005388,252,False
2025-04-01,35624.48046875,-0.5294686076237264,0.6682512659225688,-1.197719873546295,0.282030546286919,DOWN_BIAS,358,,0.4361094542908778,252,False
2025-04-02,35725.87109375,-0.3240549445991584,0.7305929478417891,-1.0546478924409477,0.3099544798793066,DOWN_BIAS,357,,0.2084406548658504,252,False
2025-04-03,34735.9296875,-0.6602897073177522,0.5869633457822714,-1.2472530531000237,0.2703648195396834,DOWN_BIAS,356,,0.5127949852354723,252,False
2025-04-04,33780.578125,-0.6461679653369665,0.6368412571451691,-1.2830092224821357,0.2663561074352898,DOWN_BIAS,355,,0.5988390287944123,252,False
2025-04-07,31136.580078125,-0.8839897361993991,1.0280513805015932,-1.9120411167009923,0.186999668511484,DOWN_BIAS,354,,0.4316039829728378,252,False
2025-04-08,33012.578125,-0.769615045327351,-0.0421421689852669,-0.7274728763420841,0.3369802671141464,DOWN_BIAS,353,,0.458423156196345,252,False
2025-04-09,31714.029296875,-0.9948887540383956,0.8749608045267103,-1.869849558565106,0.187798335067513,DOWN_BIAS,352,,0.531306517211256,252,False
2025-04-10,34609.0,-0.0448733195900901,-0.2927417854550067,0.2478684658649166,0.5255127833039499,NEUTRAL,351,,0.4031480399220518,252,False
2025-04-11,33585.578125,0.3062075883771855,0.1071375789223466,0.1990700094548389,0.5351014197684782,NEUTRAL,350,,0.1676873638346277,252,False
2025-04-14,33982.359375,1.18858827743742,-0.928341540819898,2.1169298182573177,0.8268867925226959,UP_BIAS,349,,0.6612781077648651,252,False
2025-04-15,34267.5390625,0.5042689562849219,-0.4846592078886997,0.9889281641736216,0.6667799720147929,UP_BIAS,348,,0.1737876239856538,252,False
2025-04-16,33920.3984375,0.9386626863781878,-0.4134561016329389,1.3521187880111267,0.7343116939091939,UP_BIAS,347,,0.6490766770713933,252,False
2025-04-17,34377.6015625,-0.2520232492780218,-0.1403976907550598,-0.1116255585229619,0.4568671594294264,NEUTRAL,346,,0.5506988206207447,252,False
2025-04-18,34730.28125,0.3840163848210402,-0.0971340274616436,0.4811504122826839,0.5840814622652095,UP_WATCH,345,,0.1687339894008073,252,False
2025-04-21,34279.921875,0.1339156166417961,0.0304084305573075,0.1035071860844885,0.5110139166411617,NEUTRAL,344,,0.1135179017580464,252,False
2025-04-22,34220.6015625,-0.1508978292827945,0.0126629212149481,-0.1635607504977427,0.453511148851168,NEUTRAL,343,,0.4909473076783796,252,False
2025-04-23,34868.62890625,-0.160608869589626,-0.7090669008277709,0.5484580312381448,0.5681668763973776,UP_WATCH,342,,0.3967866085272291,252,False
2025-04-24,35039.1484375,-0.1454954291799479,-0.610393767168067,0.4648983379881191,0.555541057370507,UP_WATCH,341,,0.5476334229833324,252,False
2025-04-25,35705.73828125,0.1313368460688567,-0.4202469634421549,0.5515838095110117,0.5829260634221944,UP_WATCH,340,,0.6211076821356817,252,False
2025-04-28,35839.98828125,0.508161020959545,-0.2795607915857691,0.787721812545314,0.6372969780291463,UP_BIAS,339,,0.3545363482498642,252,False
2025-04-30,36045.37890625,0.4948713066684011,-0.3577738720493805,0.8526451787177816,0.646386617526662,UP_BIAS,337,,0.2084580375200464,252,False
2025-05-01,36452.30078125,0.4845717058438421,-0.3411371555168586,0.8257088613607007,0.6419011147817316,UP_BIAS,336,,0.6555600295282197,252,False
2025-05-02,36830.69140625,0.7070428280468415,-0.120945637207393,0.8279884652542345,0.6523990000766414,UP_BIAS,335,,0.1900073404702501,252,False
2025-05-07,36779.66015625,0.0144158414573005,-0.4953314176389844,0.5097472590962849,0.5705802353013083,UP_WATCH,332,,0.3924774838705174,252,False
2025-05-08,36928.62890625,0.4546752428553948,-0.131938224005535,0.5866134668609299,0.6040176553152136,UP_BIAS,331,,0.7873981363008117,252,False
2025-05-09,37503.328125,0.4077190233821064,-0.5739577238822456,0.9816767472643522,0.661421131503065,UP_BIAS,330,,0.2156527821177674,252,False
2025-05-12,37644.26171875,0.4867983918729389,-0.4755354413254128,0.9623338331983518,0.6621469941668852,UP_BIAS,329,,0.7162378210912761,252,False
2025-05-13,38183.26171875,0.5634992302669277,-0.5745248884030402,1.1380241186699678,0.6904909477085643,UP_BIAS,328,,0.3640936740369944,252,False
2025-05-14,38128.12890625,0.9461845576446752,-0.4435925432320295,1.3897771008767048,0.7393498297380157,UP_BIAS,327,,0.6839786016176008,252,False
2025-05-15,37755.51171875,0.5973461556652833,-0.1950032024366041,0.7923493581018874,0.6421013505484933,UP_BIAS,326,,0.3968764453431714,252,False
2025-05-16,37753.71875,0.3633486122802049,-0.096027075949819,0.459375688230024,0.5796322481702808,UP_WATCH,325,,0.4560180064151585,252,False
2025-05-19,37498.62890625,0.0228574807751741,0.0278487136403214,-0.0049912328651472,0.4878342003775013,NEUTRAL,324,,0.5213367418253078,252,False
2025-05-20,37529.48828125,-0.0232512203355789,0.3659155064080636,-0.3891667267436425,0.4236985555295823,NEUTRAL,323,,0.3899279536248294,252,False
2025-05-21,37298.98046875,-0.189698524539595,0.7237158943154713,-0.9134144188550664,0.335891114410885,DOWN_BIAS,322,,0.4132890478914608,252,False
2025-05-22,36985.87109375,-0.285127807463098,0.5004606337784612,-0.7855884412415592,0.3503142789847287,DOWN_BIAS,321,,0.4677440865498036,252,False
2025-05-23,37160.46875,-0.5242950561151811,0.0429036168167775,-0.5671986729319587,0.3720252690895157,DOWN_BIAS,320,,0.1550854069253726,252,False
2025-05-26,37531.53125,0.0121889749677581,0.1975211865480985,-0.1853322115803404,0.4580915197717019,NEUTRAL,319,,0.782339414378128,252,False
2025-05-27,37724.109375,-0.2446061744727492,-0.1399917661508931,-0.1046144083218561,0.4583664728637741,NEUTRAL,318,,0.4933237695872876,252,False
2025-05-28,37722.3984375,0.2014225535625196,0.1171385894861201,0.0842839640763994,0.5112653650330546,NEUTRAL,317,,0.6951735358022323,252,False
2025-05-29,38432.98046875,0.4697586626003281,-0.4116992728070363,0.8814579354073644,0.649513035317714,UP_BIAS,316,,0.4408262257726669,252,False
