date,nikkei_close,nikkei_prev_close,topix_close,topix_prev_close,nikkei_atr,futures_close,advancers_ratio,nikkei_return,topix_return,nikkei_topix_gap,basis,basis_atr,total_abs_contribution,contribution_trend,top_contribution,top_abs_contribution,contribution_concentration,call_magnet,put_magnet,total_option_magnet,option_bias,next_sq_date,previous_sq_date,days_to_sq,days_after_sq,time_pressure,post_sq_flag,breadth_divergence,index_distortion,basis_score,sq_up_pressure,sq_down_risk,p_up,signal
2026-05-27,64999.41015625,64996.08984375,415.6000061035156,417.3999938964844,1442.6119791666667,64999.41015625,0.6,5.1084803839529513e-05,-0.004312380975777241,0.004363465779616771,0.0,0.0,14701.0,0.09586686370129446,7370.0,14451.0,0.9829943541255697,18244.552634446703,12259.685148822131,56134.97237024963,5984.8674856245725,2026-06-12,,12,,0.0,0,-0.4621319759414228,-0.5051777976564074,0.0,0.8064703873290052,-0.789834699134055,0.7593085481544629,UP_BIAS
2026-05-28,64693.12109375,64999.41015625,413.5,415.6000061035156,1430.9272836538462,64693.12109375,0.5333333333333333,-0.0047121821838648215,-0.005052950126744116,0.00034076794287929424,0.0,0.0,6615.2,0.06347106220968952,-1274.5,6427.7,0.971656185754021,14101.046283885702,15614.549992139579,54489.47578889988,-1513.5037082538765,2026-06-12,,11,,0.0,0,-0.1447676551369747,-2.233359150009673,0.0,-0.16782931862578784,-0.44300396798857855,0.5238064005459997,NEUTRAL
2026-05-29,66329.5,64693.12109375,417.8999938964844,413.5,1458.139787946429,66329.5,0.8,0.025294480751340442,0.010640855856068665,0.014653624895271777,0.0,0.0,17690.6,0.06894278509058074,16046.199999999999,17494.6,0.9889206697342091,16194.914624792738,14148.815129672746,55594.855345529904,2046.0994951199918,2026-06-12,,10,,0.0,0,-1.4032713433703798,0.42693960909076356,0.0,0.4420310141149882,-0.25412073251492917,0.6203195659066415,UP_BIAS
2026-06-01,66934.328125,66329.5,417.5,417.8999938964844,1452.8794642857142,66934.328125,0.4,0.009118538885412919,-0.000957152195085853,0.010075691080498772,0.0,0.0,18281.8,0.040959583069326566,2281.0,18067.0,0.988250609896181,17473.209523498583,13004.294346190723,55954.11942927269,4468.915177307859,2026-06-12,,9,,0.0,0,0.513318241516608,1.8002357239320521,0.0,0.5728469580432733,-0.0018968995614693784,0.6078188156627194,UP_BIAS
2026-06-02,66734.2421875,66934.328125,415.7999877929688,417.5,1478.1763392857142,66734.2421875,0.3333333333333333,-0.0029892873074984783,-0.004071885525823271,0.0010825982183247929,0.0,0.0,11593.4,0.060704043409685327,3570.3,11336.3,0.9778235892835578,15065.047887507122,15656.51044354454,56224.64722537248,-591.462556037417,2026-06-12,,8,,0.0,0,0.8233380031158493,-0.29776794989416666,0.0,0.10845960185483908,-0.16998092152335573,0.5380955911233879,NEUTRAL
2026-06-03,68402.1328125,66734.2421875,423.7999877929688,415.7999877929688,1542.960658482143,68402.1328125,0.8,0.02499302562414374,0.01924001980486656,0.005753005819277179,0.0,0.0,22194.2,0.0737065047026418,12809.7,21905.7,0.9870011083976895,18042.051016374637,14295.544729487245,59126.50174581529,3746.506286887392,2026-06-12,,7,,0.0,0,-1.4035727984975765,-0.7502435535145697,0.0,0.4565947673270065,-0.566995878981294,0.6696611458427879,UP_BIAS
2026-06-04,67470.6875,68402.1328125,418.6000061035156,423.7999877929688,1484.594029017857,67470.6875,0.3333333333333333,-0.013617196923569996,-0.0122698957980939,-0.001347301125476097,0.0,0.0,11706.9,0.0812982437609374,2803.5999999999995,11548.4,0.9864609760056036,18305.28542448576,12988.05374509483,57437.22014982471,5317.231679390929,2026-06-12,,6,,0.0,0,0.8127100934997777,0.7092949592779204,0.0,0.7977182380354966,-0.4697122253277337,0.7177591836562149,UP_BIAS
2026-06-05,66588.1171875,67470.6875,418.6000061035156,418.6000061035156,1520.801618303571,66588.1171875,0.4,-0.013080796197608047,0.0,-0.013080796197608047,0.0,0.0,11558.0,0.02981606513580006,-8884.7,11501.5,0.9951116110053643,13959.75871455231,17924.563833304797,58356.57902380096,-3964.805118752487,2026-06-12,,5,,0.0,0,0.491118906433587,0.45661573947431733,0.0,-0.26619904349348084,0.32957125642384977,0.3797780243423005,DOWN_BIAS
2026-06-08,64024.6015625,66588.1171875,408.7999877929688,418.6000061035156,1662.335658482143,64024.6015625,0.2666666666666666,-0.03849809445402408,-0.023411414638449313,-0.015086679815574766,0.0,0.0,20732.9,-0.015711508513488546,-19731.4,20379.4,0.9829498044171341,14826.76731399492,20266.732399403765,64003.79239258845,-5439.965085408845,2026-06-12,,4,,0.19999999999999996,0,1.1099567837614763,-0.8651976907334293,0.0,-0.8416942792920763,0.48014399894779847,0.25397301775495806,DOWN_BIAS
2026-06-09,65416.62890625,64024.6015625,413.2000122070313,408.7999877929688,1683.1342075892858,65416.62890625,0.6,0.021742069607276315,0.010763269436032452,0.010978800171243863,0.0,0.0,17337.5,0.0037245962417478276,12598.9,17230.9,0.9938514780100938,19736.289995842304,15622.948171588007,64358.97899804722,4113.3418242542975,2026-06-12,,3,,0.4,0,-0.440440991137986,1.7371988514480161,0.0,0.3076828720860224,0.23524848828204137,0.5146505360582518,NEUTRAL
2026-06-10,64179.26953125,65416.62890625,407.7999877929688,413.2000122070313,1643.453404017857,64179.26953125,0.5333333333333333,-0.018915058689026765,-0.01306879054823662,-0.005846268140790145,0.0,0.0,15690.5,-0.026155664074486485,-3253.0,15443.0,0.9842261240878238,16203.806089964048,18137.903708408823,62506.476569734696,-1934.0976184447754,2026-06-12,,2,,0.6,0,-0.15897053164213665,-1.0354826390496987,0.0,-0.6503090517629004,0.31817791355142155,0.30798035663347995,DOWN_BIAS
2026-06-11,64217.26953125,64179.26953125,406.2999877929688,407.7999877929688,1665.702008928571,64217.26953125,0.2666666666666666,0.0005920915005350746,-0.0036782737736654747,0.004270365274200549,0.0,0.0,9777.7,-0.027442878491008512,3277.7999999999993,9545.8,0.9762827658856376,16843.42242106602,17933.803877014558,63241.62130572858,-1090.3814559485363,2026-06-12,,1,,0.8,0,1.1490469697160355,0.12285594616059448,0.0,-0.4416048617091704,0.46278728396871716,0.326034467399522,DOWN_BIAS
2026-06-12,66053.8671875,64217.26953125,411.7999877929688,406.2999877929688,1721.3353794642858,66053.8671875,0.7333333333333333,0.028599746916306623,0.01353679587803125,0.015062951038275374,0.0,0.0,24915.8,0.0348308830481475,24024.8,24800.8,0.9953844548439144,15725.137488331407,20511.38219849053,65913.19746080808,-4786.244710159122,2026-06-12,,0,,1.0,0,-1.0778384894132607,1.727673577783578,0.0,-0.03577683701773865,0.5480010289451354,0.3925488004259857,DOWN_BIAS
