date,ticker,name,close,prev_close,adj_factor,volume,adjusted_price,contribution_raw,abs_contribution_raw,momentum,index_weight,weighted_momentum,contribution_rank
2026-05-22,9984,ソフトバンクG,6757.0,6039.0,3.0,103280800,20271.0,2154.0,2154.0,0.1761531766753699,0.04090998531793483,0.007206423871496962,2
2026-05-22,285A,キオクシア,57400.0,55340.0,0.82,25359700,47068.0,1689.1999999999998,1689.1999999999998,0.2913385826771653,0.09499043899879415,0.027674379865790417,3
2026-05-22,8035,東京エレクトロン,49830.0,48800.0,1.4,2776900,69762.0,1442.0,1442.0,-0.009146947703320696,0.14079040973557147,-0.0012878025149803652,4
2026-05-22,6367,ダイキン工業,24065.0,23675.0,1.0,995200,24065.0,390.0,390.0,-0.05143870713441068,0.04856685889576743,-0.002498216431177629,5
2026-05-22,4519,中外製薬,8090.0,7836.0,1.0,1924300,8090.0,254.0,254.0,0.019148400100781116,0.016326860106659402,0.0003126332497117961,6
2026-05-22,5803,フジクラ,4850.0,4501.0,0.7,105386700,3395.0,244.29999999999998,244.29999999999998,-0.16652345763876952,0.006851630415588216,-0.001140957187266709,7
2026-05-22,6762,TDK,3370.0,3141.0,1.0,14032900,3370.0,229.0,229.0,0.12596057467423982,0.00680117658336739,0.0008566801109019394,8
2026-05-22,6098,リクルート,9789.0,9564.0,1.0,5224200,9789.0,225.0,225.0,0.2509904153354632,0.019755702544386758,0.004958491986859499,9
2026-05-22,6857,アドバンテスト,26845.0,26745.0,2.1,7253600,56374.5,210.0,210.0,0.01839908952959024,0.11377238258131897,0.0020933082531084807,10
2026-05-22,4063,信越化学,7034.0,6857.0,1.0,7917200,7034.0,177.0,177.0,-0.009992962702322306,0.014195690233651697,-0.00014185700303860242,11
2026-05-22,6920,レーザーテック,38130.0,38060.0,0.9,2685100,34317.0,63.0,63.0,-0.007289768289507892,0.0692569664128839,-0.0005048672375841542,12
2026-05-22,4543,テルモ,2393.5,2332.0,1.0,8227100,2393.5,61.5,61.5,0.24531737773152962,0.004830449896821913,0.0011849933019518896,13
2026-05-22,7203,トヨタ自動車,2987.0,2978.0,1.0,16498800,2987.0,9.0,9.0,-0.03176661264181524,0.0060282238737443304,-0.00019149625271537907,14
2026-05-22,9433,KDDI,2709.5,2718.0,1.0,8599100,2709.5,-8.5,8.5,-0.005323054331864863,0.0054681863360931575,-2.9107452963784934e-05,15
2026-05-25,285A,キオクシア,65450.0,57400.0,0.82,38801400,53669.0,6601.0,6601.0,0.27210884353741505,0.10470181763557158,0.02849029051308071,1
2026-05-25,6920,レーザーテック,43020.0,38130.0,0.9,4173500,38718.0,4401.0,4401.0,0.1264728986645718,0.07553419991455143,0.00955302921150257,2
2026-05-25,8035,東京エレクトロン,52180.0,49830.0,1.4,2671900,73052.0,3290.0,3290.0,0.05927730410069021,0.14251573873024978,0.00844794878384753,3
2026-05-25,6857,アドバンテスト,27755.0,26845.0,2.1,7936500,58285.5,1911.0,1911.0,0.06137667304015304,0.11370805850301119,0.006979022328769911,4
2026-05-25,9983,ファーストリテイリング,75090.0,75510.0,2.7,755500,202743.0,-1134.0,1134.0,0.069810514318279,0.39552741084962806,0.02761197197838978,5
2026-05-25,9984,ソフトバンクG,7070.0,6757.0,3.0,91615400,21210.0,939.0,939.0,0.2640801001251565,0.04137818017944201,0.010927153964783812,6
2026-05-25,5803,フジクラ,5550.0,4850.0,0.7,60516700,3884.9999999999995,489.99999999999994,489.99999999999994,-0.018220413939501134,0.007579171617026505,-0.00013809564418074108,7
2026-05-25,6367,ダイキン工業,24470.0,24065.0,1.0,796900,24470.0,405.0,405.0,0.01873438800999172,0.04773805134327892,0.0008943431767058938,8
2026-05-25,6762,TDK,3715.0,3370.0,1.0,20639200,3715.0,345.0,345.0,0.2476910159529806,0.007247521893758937,0.001795146061006621,9
2026-05-25,6098,リクルート,9688.0,9789.0,1.0,3397800,9688.0,-101.0,101.0,0.062047796535847466,0.018900132464801236,0.0011727115736765523,10
2026-05-25,9433,KDDI,2634.5,2709.5,1.0,7409400,2634.5,-75.0,75.0,-0.020085549562953275,0.00513959527028477,-0.00010323159553482497,11
2026-05-25,4543,テルモ,2335.0,2393.5,1.0,4866700,2335.0,-58.5,58.5,0.024572180781044395,0.004555306493116317,0.00011193381466191951,12
2026-05-25,7203,トヨタ自動車,3026.0,2987.0,1.0,22249700,3026.0,39.0,39.0,0.024200372313420315,0.0059033650741627305,0.0001428636326967802,13
2026-05-25,4519,中外製薬,8117.0,8090.0,1.0,1670400,8117.0,27.0,27.0,0.029422954977806004,0.015835298845663873,0.00046592128499607156,14
2026-05-25,4063,信越化学,7041.0,7034.0,1.0,7333900,7041.0,7.0,7.0,0.00399258519891621,0.013736151185452673,5.484275391311369e-05,15
2026-05-26,6857,アドバンテスト,26075.0,27755.0,2.1,9168700,54757.5,-3528.0,3528.0,0.03103993673388694,0.1082651866849094,0.0033605445451820467,1
2026-05-26,285A,キオクシア,62460.0,65450.0,0.82,31753400,51217.2,-2451.7999999999997,2451.7999999999997,0.25497287522603984,0.10126539231115997,0.025819928238469365,2
2026-05-26,9984,ソフトバンクG,7841.0,7070.0,3.0,111528500,23523.0,2313.0,2313.0,0.4626002611453086,0.04650909896158743,0.02151512132526335,3
2026-05-26,6367,ダイキン工業,23135.0,24470.0,1.0,1219300,23135.0,-1335.0,1335.0,-0.02507374631268433,0.0457419548729467,-0.0011469221723305204,4
2026-05-26,6920,レーザーテック,41680.0,43020.0,0.9,3372300,37512.0,-1206.0,1206.0,0.15585135884636725,0.0741678068378637,0.011559153478335946,5
2026-05-26,9983,ファーストリテイリング,75510.0,75090.0,2.7,660100,203877.0,1134.0,1134.0,0.025254582484725008,0.4031006065974392,0.010180137518957714,6
2026-05-26,8035,東京エレクトロン,51420.0,52180.0,1.4,2439400,71988.0,-1064.0,1064.0,0.0903307888040712,0.1423329088996623,0.0128570439336845,7
2026-05-26,4519,中外製薬,7586.0,8117.0,1.0,3196500,7586.0,-531.0,531.0,-0.04410282258064513,0.01499885323821801,-0.0006614917632782636,8
2026-05-26,5803,フジクラ,5329.0,5550.0,0.7,93052900,3730.2999999999997,-154.7,154.7,0.13503727369542062,0.007375457716125052,0.0009959617022413806,9
2026-05-26,6098,リクルート,9824.0,9688.0,1.0,4321900,9824.0,136.0,136.0,-0.002234409912654889,0.01942377197630553,-4.3400668645005315e-05,10
2026-05-26,6762,TDK,3627.0,3715.0,1.0,16898300,3627.0,-88.0,88.0,0.21487188075699204,0.007171215488401888,0.001540892559306585,11
2026-05-26,4063,信越化学,7022.0,7041.0,1.0,7266300,7022.0,-19.0,19.0,-0.0014220705346985607,0.013883726264008288,-1.9743638031866717e-05,12
2026-05-26,9433,KDDI,2616.5,2634.5,1.0,7827700,2616.5,-18.0,18.0,-0.0533646888567294,0.005173279659609468,-0.00027607045940390625,13
2026-05-26,7203,トヨタ自動車,3022.0,3026.0,1.0,16349400,3022.0,-4.0,4.0,0.02198173824822458,0.00597502431925848,0.00013134142061271617,14
2026-05-26,4543,テルモ,2334.5,2335.0,1.0,4074800,2334.5,-0.5,0.5,0.01765475152571927,0.004615716172504607,8.148932213881281e-05,15
2026-05-27,9983,ファーストリテイリング,77820.0,75510.0,2.7,1375300,210114.0,6237.0,6237.0,0.041209526358041204,0.40931883442490735,0.016867835296075922,1
2026-05-27,6857,アドバンテスト,27130.0,26075.0,2.1,9423800,56973.0,2215.5,2215.5,0.05873170731707322,0.11098794917849476,0.006518511746873552,2
2026-05-27,9984,ソフトバンクG,7272.0,7841.0,3.0,103217400,21816.0,-1707.0,1707.0,0.4431434808493748,0.042499308431678894,0.01883329147210537,3
2026-05-27,285A,キオクシア,60550.0,62460.0,0.82,44939300,49651.0,-1566.1999999999998,1566.1999999999998,0.18054201598752195,0.09672410904571364,0.017462765641710048,4
2026-05-27,8035,東京エレクトロン,52500.0,51420.0,1.4,3857400,73500.0,1512.0,1512.0,0.1388286334056399,0.14318386366558483,0.019878020118432597,5
2026-05-27,4063,信越化学,7406.0,7022.0,1.0,11120800,7406.0,384.0,384.0,0.08195763330898465,0.014427478834113215,0.0011824420198593881,6
2026-05-27,4519,中外製薬,7878.0,7586.0,1.0,3277400,7878.0,292.0,292.0,-0.002658564375237371,0.015346972489217379,-4.080091432758132e-05,7
2026-05-27,6367,ダイキン工業,23405.0,23135.0,1.0,1141900,23405.0,270.0,270.0,-0.008472781190425716,0.0455948071985444,-0.000386314824812914,8
2026-05-27,6920,レーザーテック,41530.0,41680.0,0.9,3055900,37377.0,-135.0,135.0,0.16493688639551185,0.07281337785344985,0.012009611831087936,9
2026-05-27,5803,フジクラ,5140.0,5329.0,0.7,71871700,3597.9999999999995,-132.29999999999998,132.29999999999998,0.19674039580908032,0.007009191040391485,0.0013789910195880803,10
2026-05-27,6098,リクルート,9907.0,9824.0,1.0,5574200,9907.0,83.0,83.0,0.02631306329638461,0.019299626358298624,0.0005078322899624844,11
2026-05-27,9433,KDDI,2689.5,2616.5,1.0,12379600,2689.5,73.0,73.0,-0.03255395683453233,0.005239360562293747,-0.00017056191758546167,12
2026-05-27,4543,テルモ,2395.5,2334.5,1.0,7168400,2395.5,61.0,61.0,0.022625400213447167,0.004666625107631408,0.00010558426070628157,13
2026-05-27,6762,TDK,3608.0,3627.0,1.0,15673600,3608.0,-19.0,19.0,0.22595990485898754,0.007028671838169117,0.0015881980198377387,14
2026-05-27,7203,トヨタ自動車,3008.0,3022.0,1.0,17980500,3008.0,-14.0,14.0,0.022433718558803495,0.005859823971511281,0.00013145764178101424,15
2026-05-28,6857,アドバンテスト,26340.0,27130.0,2.1,7244100,55314.0,-1659.0,1659.0,-0.015143017386427315,0.10801089599015846,-0.001635610875902562,1
2026-05-28,9983,ファーストリテイリング,78380.0,77820.0,2.7,1010700,211626.0,1512.0,1512.0,0.06930422919508872,0.413239213848452,0.0286392251889514,2
2026-05-28,6920,レーザーテック,40110.0,41530.0,0.9,2900200,36099.0,-1278.0,1278.0,0.05386232264844981,0.07049002665416948,0.0037967565591447037,3
2026-05-28,285A,キオクシア,61280.0,60550.0,0.82,41659000,50249.6,598.5999999999999,598.5999999999999,0.107336465486086,0.09812171094383097,0.01053203764015822,4
2026-05-28,9984,ソフトバンクG,7125.0,7272.0,3.0,79058300,21375.0,-441.0,441.0,0.17983109786388485,0.0417386719779737,0.007505911205179577,5
2026-05-28,6098,リクルート,10185.0,9907.0,1.0,7644100,10185.0,278.0,278.0,0.06493099121706392,0.019888111068802904,0.001291354765132433,6
2026-05-28,8035,東京エレクトロン,52320.0,52500.0,1.4,3146300,73248.0,-251.99999999999997,251.99999999999997,0.0721311475409836,0.14303037403708152,0.010316945012510797,7
2026-05-28,6762,TDK,3796.0,3608.0,1.0,24725800,3796.0,188.0,188.0,0.2085323145495066,0.007412397606006463,0.0015457244291417495,8
2026-05-28,4519,中外製薬,7743.0,7878.0,1.0,1962700,7743.0,-135.0,135.0,-0.011868300153139333,0.015119650859670191,-0.00017944455461323697,9
2026-05-28,5803,フジクラ,5017.0,5140.0,0.7,66629900,3511.8999999999996,-86.1,86.1,0.11464119084647861,0.006857639397400974,0.0007861679469137756,10
2026-05-28,6367,ダイキン工業,23480.0,23405.0,1.0,897800,23480.0,75.0,75.0,-0.008236536430834218,0.04584907686750046,-0.000377637591939286,11
2026-05-28,4063,信越化学,7344.0,7406.0,1.0,7618800,7344.0,-62.0,62.0,0.0710223129648535,0.014340528982748015,0.0010184975374942819,12
2026-05-28,9433,KDDI,2714.0,2689.5,1.0,11026000,2714.0,24.5,24.5,-0.0014716703458425018,0.0052995909121974554,-7.799250790577408e-06,13
2026-05-28,7203,トヨタ自動車,3030.0,3008.0,1.0,25312200,3030.0,22.0,22.0,0.01746138347884485,0.005916639817228552,0.00010331271675483024,14
2026-05-28,4543,テルモ,2399.5,2395.5,1.0,9511000,2399.5,4.0,4.0,0.028945111492281406,0.004685471036778848,0.00013562148155341912,15
2026-05-29,9983,ファーストリテイリング,82330.0,78380.0,2.7,1610600,222291.00000000003,10665.0,10665.0,0.09031916302476484,0.42072105764812145,0.03799917379367217,1
2026-05-29,285A,キオクシア,65850.0,61280.0,0.82,42526500,53997.0,3747.3999999999996,3747.3999999999996,0.14721254355400704,0.10219790702199195,0.015044813838603352,2
2026-05-29,9984,ソフトバンクG,7491.0,7125.0,3.0,81180100,22473.0,1098.0,1098.0,0.1086280893887821,0.04253372529039067,0.00462035731288246,3
2026-05-29,4063,信越化学,7758.0,7344.0,1.0,15831800,7758.0,414.0,414.0,0.10292863235712257,0.01468324837818052,0.001511326674126059,4
2026-05-29,6098,リクルート,10570.0,10185.0,1.0,17460900,10570.0,385.0,385.0,0.07978343038103985,0.020005405434051056,0.0015960998716920889,5
2026-05-29,6857,アドバンテスト,26170.0,26340.0,2.1,9408700,54957.0,-357.0,357.0,-0.02514434717824543,0.10401485964419527,-0.0026153857425901157,6
