date,ticker,name,close,prev_close,adj_factor,volume
2026-06-05,4063,信越化学,6450.08,6499.13,1.0,6936541
2026-06-05,4519,中外製薬,7345.64,7364.05,1.0,3007576
2026-06-05,9433,KDDI,5101.84,5173.49,1.0,7536217
2026-06-08,285A,キオクシア,10982.24,10856.86,0.82,1249146
2026-06-08,5803,フジクラ,14166.04,14422.67,0.7,3033516
2026-06-08,6857,アドバンテスト,13374.46,13291.2,2.1,4509993
2026-06-08,9984,ソフトバンクG,18069.72,17771.6,3.0,1455759
2026-06-08,8035,東京エレクトロン,33856.53,34139.64,1.4,4248816
2026-06-08,9983,ファーストリテイリング,49999.76,50928.65,2.7,4985536
2026-06-08,6920,レーザーテック,24964.93,25196.62,0.9,3369395
2026-06-08,7203,トヨタ自動車,3196.96,3240.08,1.0,5154301
2026-06-08,6098,リクルート,10108.03,10140.31,1.0,4723086
2026-06-08,4063,信越化学,6419.31,6450.08,1.0,4757426
2026-06-08,4519,中外製薬,7462.82,7345.64,1.0,6668001
2026-06-08,9433,KDDI,5077.77,5101.84,1.0,5668180
2026-06-09,285A,キオクシア,11044.5,10982.24,0.82,7103219
2026-06-09,5803,フジクラ,14287.71,14166.04,0.7,2621012
2026-06-09,6857,アドバンテスト,13985.61,13374.46,2.1,6872153
2026-06-09,9984,ソフトバンクG,18128.63,18069.72,3.0,4016984
2026-06-09,8035,東京エレクトロン,33833.63,33856.53,1.4,1029360
2026-06-09,9983,ファーストリテイリング,50517.6,49999.76,2.7,3353359
2026-06-09,6920,レーザーテック,25057.36,24964.93,0.9,1612952
2026-06-09,7203,トヨタ自動車,3194.06,3196.96,1.0,2097424
2026-06-09,6098,リクルート,9820.72,10108.03,1.0,3169279
2026-06-09,4063,信越化学,6324.91,6419.31,1.0,4453243
2026-06-09,4519,中外製薬,7420.21,7462.82,1.0,6157701
2026-06-09,9433,KDDI,5082.47,5077.77,1.0,7022732
2026-06-10,285A,キオクシア,11349.0,11044.5,0.82,1031320
2026-06-10,5803,フジクラ,14451.31,14287.71,0.7,6298789
2026-06-10,6857,アドバンテスト,14060.51,13985.61,2.1,3137317
2026-06-10,9984,ソフトバンクG,18827.29,18128.63,3.0,4877535
2026-06-10,8035,東京エレクトロン,33810.09,33833.63,1.4,2387184
2026-06-10,9983,ファーストリテイリング,50654.78,50517.6,2.7,3548970
2026-06-10,6920,レーザーテック,25610.03,25057.36,0.9,5294928
2026-06-10,7203,トヨタ自動車,3191.33,3194.06,1.0,6586528
2026-06-10,6098,リクルート,9747.54,9820.72,1.0,7737962
2026-06-10,4063,信越化学,6343.06,6324.91,1.0,1585266
2026-06-10,4519,中外製薬,7478.47,7420.21,1.0,1220644
2026-06-10,9433,KDDI,5090.28,5082.47,1.0,4199386
2026-06-11,285A,キオクシア,11670.15,11349.0,0.82,5729860
2026-06-11,5803,フジクラ,14954.58,14451.31,0.7,5166650
2026-06-11,6857,アドバンテスト,14402.81,14060.51,2.1,4256012
2026-06-11,9984,ソフトバンクG,19114.82,18827.29,3.0,7637172
2026-06-11,8035,東京エレクトロン,33762.23,33810.09,1.4,5867754
2026-06-11,9983,ファーストリテイリング,51477.04,50654.78,2.7,6408845
2026-06-11,6920,レーザーテック,25521.12,25610.03,0.9,3644033
2026-06-11,7203,トヨタ自動車,3187.14,3191.33,1.0,5556857
2026-06-11,6098,リクルート,9782.55,9747.54,1.0,5515314
2026-06-11,4063,信越化学,6386.72,6343.06,1.0,5272060
2026-06-11,4519,中外製薬,7475.13,7478.47,1.0,5585185
2026-06-11,9433,KDDI,4991.05,5090.28,1.0,3570185
2026-06-12,285A,キオクシア,12059.88,11670.15,0.82,3637560
2026-06-12,5803,フジクラ,15388.91,14954.58,0.7,6015152
2026-06-12,6857,アドバンテスト,14921.64,14402.81,2.1,3767436
2026-06-12,9984,ソフトバンクG,19695.06,19114.82,3.0,3606928
2026-06-12,8035,東京エレクトロン,33906.47,33762.23,1.4,1255476
2026-06-12,9983,ファーストリテイリング,50882.04,51477.04,2.7,3957932
2026-06-12,6920,レーザーテック,26301.74,25521.12,0.9,6765189
2026-06-12,7203,トヨタ自動車,3143.25,3187.14,1.0,6385713
2026-06-12,6098,リクルート,9813.5,9782.55,1.0,6731037
2026-06-12,4063,信越化学,6449.11,6386.72,1.0,7918184
2026-06-12,4519,中外製薬,7507.73,7475.13,1.0,4554321
2026-06-12,9433,KDDI,4958.95,4991.05,1.0,5900309
